Wall time,Step,Value
1683042403.6753623,5134,-0.020950719714164734
1683042474.9814236,5160,-0.024430643767118454
1683042488.6723723,5165,-0.032639335840940475
1683042535.3075786,5182,-0.04158254340291023
1683042584.8718123,5200,-0.03235273063182831
1683042607.1055636,5208,-0.029923001304268837
1683042670.766946,5231,-0.04679720476269722
1683042682.0263658,5235,-0.040660932660102844
1683042693.078808,5239,-0.010690523311495781
1683042695.8608174,5240,-0.047191839665174484
1683042768.5079753,5266,-0.03150167316198349
1683042832.800318,5289,-0.03959766402840614
1683042913.1824262,5318,-0.04787002131342888
1683042943.9538255,5329,-0.03256490081548691
1683042988.3526382,5345,-0.036963723599910736
1683043027.3003752,5359,-0.03798595815896988
1683043030.0832157,5360,-0.04119740426540375
1683043085.867173,5380,-0.029613377526402473
1683043152.6223044,5404,-0.032004136592149734
1683043197.565497,5420,-0.03937020152807236
1683043250.7521427,5439,-0.041420456022024155
1683043259.1689188,5442,-0.047605596482753754
1683043273.097274,5447,-0.03852269798517227
1683043377.3257082,5484,-0.0366278737783432
1683043397.0591028,5491,-0.02419355697929859
1683043408.3573105,5495,-0.03874171897768974
1683043425.203511,5501,-0.04244065657258034
1683043442.0590215,5507,-0.03891356289386749
1683043456.1437678,5512,-0.03831377625465393
1683043464.5564828,5515,-0.03492182493209839
1683043470.2198212,5517,-0.02602567709982395
1683043538.0878031,5541,0.001234189374372363
1683043560.5667841,5549,-0.02141391485929489
1683043608.586249,5566,-0.031460218131542206
1683043622.6210911,5571,-0.0341685488820076
1683043628.2603147,5573,-0.02640656940639019
1683043662.3608294,5585,-0.03210196644067764
1683043668.0149124,5587,-0.024234198033809662
1683043684.976052,5593,-0.03142860159277916
1683043718.964133,5605,-0.04254576191306114
1683043733.101714,5610,-0.042213525623083115
1683043761.566301,5620,-0.026836229488253593
1683043790.241023,5630,-0.038110967725515366
1683043869.955863,5658,-0.03319934755563736
1683043875.6637394,5660,-0.031107783317565918
1683043887.062316,5664,-0.03764402121305466
1683043929.6019957,5679,-0.032280389219522476
1683044046.579623,5720,-0.04316495358943939
1683044055.118928,5723,-0.03213527798652649
1683044106.5766807,5741,-0.04337816312909126
1683044158.490737,5759,-0.03991924598813057
1683044207.622966,5776,-0.0347561240196228
1683044216.249945,5779,-0.02639307826757431
1683044230.593668,5784,-0.02604336105287075
1683044245.0757365,5789,-0.04347817227244377
1683044297.0800867,5807,-0.032945550978183746
1683044299.9786582,5808,-0.040457140654325485
1683044348.9681828,5825,-0.040628962218761444
1683044357.7643254,5828,-0.035885926336050034
1683044378.1135917,5835,-0.03794126585125923
1683044456.5559793,5862,-0.038494475185871124
1683044462.3415308,5864,-0.03850260004401207
1683044482.7980626,5871,-0.031606338918209076
1683044535.483659,5889,-0.05044659227132797
1683044561.7714913,5898,-0.04665336012840271
1683044588.0349329,5907,-0.04148484021425247
1683044617.2816727,5917,-0.03180969879031181
1683044649.366851,5928,-0.02960648201406002
1683044661.1661057,5932,-0.030529877170920372
1683044664.1681385,5933,-0.03107392229139805
1683044720.2709022,5952,-0.04268423467874527
1683044735.1209898,5957,-0.04015116021037102
1683044741.0343115,5959,-0.02321864292025566
1683044752.6912289,5963,-0.0191702451556921
1683044779.2830536,5972,-0.04547656327486038
1683044832.229838,5990,-0.046551141887903214
1683044890.9042153,6010,-0.029779557138681412
1683044905.5927098,6015,-0.024664156138896942
1683044932.2077847,6024,-0.03700706735253334
1683044949.7010689,6030,-0.0333695150911808
1683044952.6323884,6031,-0.024830473586916924
1683044964.3952901,6035,-0.0374353788793087
1683044973.1048672,6038,-0.04309512674808502
1683045038.001381,6060,-0.029076507315039635
1683045098.4484398,6078,-0.029536496847867966
1683045110.277028,6082,-0.030183257535099983
1683045125.1861289,6087,-0.028490940108895302
1683045172.6850379,6103,0.0026892011519521475
1683045178.6017237,6105,-0.04249827563762665
1683045208.658609,6115,-0.0410926379263401
1683045226.6817012,6121,-0.03530873730778694
1683045232.7333314,6123,-0.038537535816431046
1683045250.8256414,6129,-0.03932937607169151
1683045256.737323,6131,-0.037306420505046844
1683045262.7474127,6133,-0.02694532833993435
1683045298.590071,6145,-0.02274683304131031
1683045304.5608833,6147,-0.04398760199546814
1683045310.5360267,6149,-0.026743805035948753
1683045379.6253924,6172,-0.035595301538705826
1683045406.8370998,6181,-0.02330256998538971
1683045415.9361155,6184,-0.030361220240592957
1683045463.995517,6200,-0.04078790917992592
1683045497.077049,6211,-0.04529125615954399
1683045503.0469313,6213,-0.03161913529038429
1683045521.0105672,6219,-0.036359962075948715
1683045560.3183293,6232,-0.03219974413514137
1683045575.4563856,6237,-0.030406473204493523
1683045596.4328249,6244,-0.022033976390957832
1683045614.5534616,6250,-0.0387045256793499
1683045653.7725239,6263,-0.036214593797922134
1683045732.3110104,6289,-0.03128692880272865
1683045802.4661686,6312,-0.03763073682785034
1683045814.7029068,6316,-0.033762987703084946
1683045817.7458751,6317,-0.026534436270594597
1683045838.8531246,6324,-0.04555707052350044
1683045890.8723922,6341,-0.026128841564059258
1683045924.1485152,6352,-0.03413622826337814
